Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
12/21/2004,01:00:00 AM,1.5,818,-200,4.25678294240791,724.75,246,1064.75,127,848.5,694.25,6.4250000715256,35.824999809265,0.347139501938199
12/21/2004,02:00:00 AM,0.5,690.75,-200,0.734469382024753,470.75,63,1551.5,53,697.75,357.25,5.5500000715256,37.699999809265,0.344386938861449
12/21/2004,03:00:00 AM,0.3,697.25,-200,0.60392993465939,455.25,-200,1726,-200,698.25,318,5.6250001192093,37.550000190735,0.344760046746802
12/21/2004,04:00:00 AM,0.2,696.5,-200,0.464417877248927,437,44,1704.75,39,701.5,324.75,5.25,38.800000190735,0.347310996092879
12/21/2004,05:00:00 AM,0.3,716,-200,0.749887384514337,472.5,54,1595.25,41,734.25,342.75,4.7249999046326,41.400000572205,0.357609381788665
12/21/2004,06:00:00 AM,0.6,791,-200,2.19407201105849,598.25,176,1185.5,97,802.25,608.25,4.25,43.949999809265,0.367546929238388
12/21/2004,07:00:00 AM,0.7,803.75,-200,2.64950956160428,629.5,236,1187.5,120,805.75,712,4.8500000238419,40.625,0.353909757405034
12/21/2004,08:00:00 AM,2.6,1092.5,-200,13.431043277829,1098,613,782.25,167,1220.5,1172.75,5.0500000715256,40.800000190735,0.360294299136084
12/21/2004,09:00:00 AM,5.5,1179,-200,23.4772659843169,1390,755,566.5,198,1453.25,1459.25,6.4750000238419,38.14999961853,0.370912187778781
12/21/2004,10:00:00 AM,2.6,951.25,-200,9.35170728176604,953,460,811.5,157,1022.25,1055,7.3999999761581,36.52499961853,0.37779779571409
12/21/2004,11:00:00 AM,1.5,882,-200,6.2973669242774,825.5,280,952,125,909.75,799.25,7.875,36.425000190735,0.388874674772902
12/21/2004,12:00:00 PM,1.7,897.25,-200,6.7366761200016,845.25,322,942.25,135,943.25,786.5,7.7750000953674,36.849999427795,0.390803666329876
12/21/2004,01:00:00 PM,2.2,948.5,-200,9.67188097686546,965.25,349,860.25,138,1041,892,8.6500000953674,33.724999427795,0.379037266625661
12/21/2004,02:00:00 PM,2.1,895.5,-200,7.80238789720596,891,297,920.75,132,935,766.25,8.4750001430511,34.324999809265,0.381339050135703
12/21/2004,03:00:00 PM,2.2,908.25,-200,7.67671485304409,885.75,353,922,142,946.75,835.25,8.9249999523163,34.47500038147,0.394570570054018
12/21/2004,04:00:00 PM,2.3,958.75,-200,8.5996254884063,923.5,316,899,137,993.25,897.25,8.7750000953674,35.675000190735,0.404280155025254
12/21/2004,05:00:00 PM,2.5,993.5,-200,10.7353852641702,1004.75,348,831.5,145,1054,1009.25,7.9250001907349,38.625000953674,0.413735049902042
12/21/2004,06:00:00 PM,3.1,1080.75,-200,16.727425094533,1201.75,445,690.75,166,1230,1249.5,7.5500000715256,40.14999961853,0.419468164332586
12/21/2004,07:00:00 PM,3.6,1080.75,-200,15.4843683310653,1163.75,457,704.75,165,1171.25,1282.5,6.8750001192093,40.300000190735,0.402469226582632
12/21/2004,08:00:00 PM,3.9,1175,-200,18.2952104567758,1248,516,660.5,175,1308,1376.75,6.4500000476837,41.699999809265,0.404746704076246
12/21/2004,09:00:00 PM,4,1123,-200,13.7862801146724,1109.6666666667,575,731.66666666667,185,1152,1322,6.3333334922791,42.63333384196,0.410574001545705
12/21/2004,10:00:00 PM,2.3,1031.5,-200,9.32577370957366,952,449,832.5,166,1025.25,1198.25,5.9250000715256,44.675000190735,0.418568321289096
12/21/2004,11:00:00 PM,1.5,926.75,-200,5.84948937859079,804.75,289,964.75,140,917.5,1006.5,5.825000166893,43.375000953674,0.403656354625253
12/22/2004,12:00:00 AM,1.5,952,-200,6.56278402462749,837.5,268,947.5,133,936.5,976,5.75,42.525000572205,0.393747777684934
12/22/2004,01:00:00 AM,2.2,986.5,-200,7.61717656778205,883.25,343,912.75,144,948.5,1013.25,5.625,41.999999046326,0.385617082406971
12/22/2004,02:00:00 AM,1.3,902,-200,4.95177911494869,761,222,1048,126,872.25,868.25,5.3250000476837,42.300000190735,0.380569156673195
12/22/2004,03:00:00 AM,0.9,832.5,-200,2.92829114312502,647.5,-200,1135.25,-200,814.25,760.25,5.0999999046326,43.474999427795,0.385221036262532
12/22/2004,04:00:00 AM,-200,775.75,-200,1.27414358355698,525,87,1390.75,72,770,585.25,5.0750000476837,44.849999427795,0.396731174134704
12/22/2004,05:00:00 AM,0.5,811.75,-200,1.45100304585499,540.5,89,1308.75,70,774.25,616,5.1999998092651,45.949999809265,0.409921514272383
12/22/2004,06:00:00 AM,0.5,821.25,-200,1.72495919145969,563,103,1270,74,806.75,678,4.6500000953674,48.974999427795,0.420888486414305
12/22/2004,07:00:00 AM,0.9,931.75,-200,3.8303725558837,701.25,254,943.75,124,874.75,935.5,4.5249999761581,51.849999427795,0.441820066011165
12/22/2004,08:00:00 AM,2,1069.25,-200,8.78828211452934,931,481,781.5,152,1054.25,1110,4.4500000476837,53.025000572205,0.449529515732204
12/22/2004,09:00:00 AM,3.2,1137,-200,12.4697238545702,1065.75,638,680.75,174,1150.5,1257.5,4.7750000953674,53.125,0.460451768033839
12/22/2004,10:00:00 AM,2.3,1008.75,-200,8.66859690079334,926.25,492,790.75,161,1015,1080,7.799999833107,42.02499961853,0.446427857044233
12/22/2004,11:00:00 AM,1.8,962,-200,7.46330303099902,876.75,413,841,120,968.5,949.25,9.25,37.550000190735,0.439071868450455
12/22/2004,12:00:00 PM,2.1,972.25,-200,8.2398513530448,909,364,826.5,111,1011.75,894.25,10.049999952316,34.175000190735,0.421161249416438
12/22/2004,01:00:00 PM,1.9,968,-200,8.50595238358243,919.75,299,831.25,128,991,882.25,10.325000286102,32.625000476837,0.409357776950477
12/22/2004,02:00:00 PM,2.4,938.75,-200,8.06242750309816,901.75,342,884,133,969,872,9.8000001907349,31.824999809265,0.385827092804016
12/22/2004,03:00:00 PM,2.1,900.5,-200,6.68599164800395,843,309,1060.75,121,907.25,750.75,9.7500002384186,30.275000095367,0.365833810212421
12/22/2004,04:00:00 PM,2.8,975,-200,8.96593393761012,938,367,874.25,147,988.75,927.5,9.5999999046326,29.625000476837,0.354471353642308
12/22/2004,05:00:00 PM,3.3,1028.25,-200,11.2847813912989,1024.5,357,773.5,136,1024.25,1160.25,8.0750000476837,32.499999046326,0.351613219564804
12/22/2004,06:00:00 PM,2.9,997.5,-200,9.85026336027343,972,345,806.25,153,983.5,1090.25,6.75,36.099999427795,0.357517615204201
12/22/2004,07:00:00 PM,3.9,1094,-200,13.6360912250898,1104.75,483,707.5,178,1086.25,1274,6.3500000238419,36.500000953674,0.351901924782953
12/22/2004,08:00:00 PM,4.1,1127.75,-200,15.396001425208,1161,480,671.5,174,1163,1339.5,5.8500000238419,37.849999427795,0.352834254468767
12/22/2004,09:00:00 PM,3.3,1110.5,-200,11.439854734855,1030,427,751,166,1032.75,1271.25,5.1499999761581,40.724999427795,0.362079685514778
12/22/2004,10:00:00 PM,3.3,1120.75,-200,11.2286149280352,1022.5,504,725,169,1053,1353.5,4.8499999046326,45.050000190735,0.392458695617147
12/22/2004,11:00:00 PM,1.9,956,-200,5.65438797319819,795.5,248,915,132,860.5,1083.5,4.4749999046326,43.900000572205,0.372805149691978
12/23/2004,12:00:00 AM,2,972.5,-200,5.43120333904381,784.75,241,915.5,127,883.25,1085.5,5.2249999046326,44.075000762939,0.393861378656908
12/23/2004,01:00:00 AM,1.9,951.75,-200,5.53972177654787,790,210,921.25,113,895.75,1037.5,4.3000000119209,46.425000190735,0.389571824011071
12/23/2004,02:00:00 AM,2.1,968.75,-200,5.18660751966959,772.75,292,888.5,128,914,1064,2.9749999642372,52.47500038147,0.402106911789919
12/23/2004,03:00:00 AM,1.7,918.75,-200,3.6765264390699,692.5,-200,955.25,-200,882.25,978.75,2.3499999642372,56.324999809265,0.413382091878465
12/23/2004,04:00:00 AM,1.3,873.75,-200,3.08019485312628,657,129,984.5,85,867.25,929.5,1.4500000029802,61.425000190735,0.423508436939123
12/23/2004,05:00:00 AM,1.1,806.25,-200,1.60989112237083,553.75,106,1205.5,77,806.5,783.25,4.0499999523163,50.35000038147,0.415356716452851
12/23/2004,06:00:00 AM,1.2,874.25,-200,2.54804469276258,622.75,125,1096.25,78,847,831,2.799999922514,55.174999237061,0.417727596635507
12/23/2004,07:00:00 AM,1.8,961.25,-200,5.31850052392442,779.25,267,917.25,115,959.75,982.5,1.2000000104308,61.375000953674,0.415852868182616
12/23/2004,08:00:00 AM,3.6,1194.75,-200,13.3629884763651,1095.75,543,668,169,1165.75,1315,1.375,61.349999427795,0.420786984381073
12/23/2004,09:00:00 AM,3.7,1184.25,-200,14.981190048067,1148,496,651,174,1177.75,1389,2.1999999880791,58.074999809265,0.421822500516091
12/23/2004,10:00:00 AM,3.4,1135.25,-200,12.7571434661677,1075.5,491,685,171,1119.75,1395.75,4.2749999165535,49.400000572205,0.413829828434134
12/23/2004,11:00:00 AM,4,1210.5,-200,15.8968825998479,1176.5,667,620,179,1221,1584.5,6.5750000476837,42.5,0.415988560518026
12/23/2004,12:00:00 PM,3.8,1227.5,-200,15.937573862437,1177.75,693,621,193,1202.25,1627.75,8.0249999761581,38.324999809265,0.413258542168122
12/23/2004,01:00:00 PM,4.1,1246.75,-200,16.2564861729254,1187.5,707,598.25,210,1237,1692,9.0500001907349,36.14999961853,0.41716724057491
12/23/2004,02:00:00 PM,4.9,1335.75,-200,18.5637601101182,1255.75,777,567.25,224,1319.75,1828,10.000000238419,34.675001144409,0.425926108687368
12/23/2004,03:00:00 PM,3.3,1204.75,-200,12.8461415222881,1078.5,512,652.25,175,1168.25,1475.5,11.024999856949,32.974999427795,0.433067636626201
12/23/2004,04:00:00 PM,4.3,1305,-200,17.9425976536207,1237.75,587,565.25,177,1325,1639.75,11.349999666214,33.575000762939,0.450355222053937
12/23/2004,05:00:00 PM,6.6,1567.5,-200,29.0316000902987,1528,864,455.25,208,1661,2046,9.4250001907349,41.324999809265,0.488810118877624
12/23/2004,06:00:00 PM,8.5,1629.5,-200,33.0880983684808,1621.75,1089,421,247,1757.25,2238.25,7.9750000238419,45.924999237061,0.493567048049147
12/23/2004,07:00:00 PM,8.7,1703.5,-200,36.1361667566753,1689,1070,402.25,242,1820.25,2480.25,7.1000000238419,50.300000190735,0.509958357547689
12/23/2004,08:00:00 PM,9.1,1701,-200,36.263239915424,1691.75,1220,401.75,252,1831.75,2415,6.1749999523163,56.875,0.541923228687585
12/23/2004,09:00:00 PM,7.2,1564.25,-200,26.3024384150194,1461.75,1076,471.75,228,1573.5,2180.75,6.3250000476837,57.925000190735,0.55752565856094
12/23/2004,10:00:00 PM,5,1440.75,-200,20.6262180544818,1313.75,825,516.75,196,1389,2050.75,6.1999999284744,56.800000190735,0.542120000236938
12/23/2004,11:00:00 PM,4.2,1376,-200,16.9524998870934,1208.5,740,548.75,190,1283.25,2040.75,6.1499998569489,54.675000190735,0.520084942630233
12/24/2004,12:00:00 AM,4.6,1411.75,-200,17.2040855869888,1216,759,542.5,187,1299.5,2059.25,6.0249998569489,55.60000038147,0.524449869130466
12/24/2004,01:00:00 AM,3.9,1352.25,-200,14.6182752485637,1136.5,610,567.25,174,1233.5,2016,5.1499998569489,59.025000572205,0.524782167519357
12/24/2004,02:00:00 AM,3.4,1284.5,-200,12.0546829377853,1051.5,465,605,158,1163.75,1967.25,5.0750000476837,58.449998855591,0.517033154292078
12/24/2004,03:00:00 AM,3,1262.75,-200,10.509359824547,996.5,-200,624.5,-200,1139.75,1959.5,4.674999833107,60.77499961853,0.523186281952863
12/24/2004,04:00:00 AM,2.4,1199.5,-200,8.73150190350893,928.75,288,664.25,132,1082.25,1847,4.1999999284744,63.099999427795,0.525897415813717
12/24/2004,05:00:00 AM,2.5,1187.25,-200,8.77565073124079,930.5,251,668.5,121,1092.75,1791.5,4.2749999761581,64.099999427795,0.536973513491091
12/24/2004,06:00:00 AM,3.5,1165.75,-200,8.24599876697369,909.25,351,691,136,1079.25,1679.75,4.8000001907349,61.85000038147,0.536986084749092
12/24/2004,07:00:00 AM,3.9,1208.5,-200,9.4753107382584,957.75,379,665.5,138,1124.25,1662,5.3249999284744,61.124999046326,0.549935911253477
12/24/2004,08:00:00 AM,4.8,1348.5,-200,14.59473877353,1135.75,539,575.25,149,1298.5,1810.25,5.6999999284744,61.300000190735,0.565676236104921
12/24/2004,09:00:00 AM,6.1,1457.75,-200,20.3723961862001,1306.75,706,497,165,1483.25,2103.25,6.0500000715256,60.525001525879,0.571867642957307
12/24/2004,10:00:00 AM,6.6,1461.5,-200,18.8252336963577,1263.25,750,510.25,170,1420.75,2082,6.6999999284744,59.674999237061,0.589015615125567
12/24/2004,11:00:00 AM,6.5,1448,-200,18.807753631081,1262.75,747,511.25,165,1427.5,1970.5,7.2000000476837,58.64999961853,0.598601273588942
12/24/2004,12:00:00 PM,6,1419,-200,18.4856222384022,1253.5,670,523.75,167,1405.75,1949.5,8.0000001192093,55.900000572205,0.601769564331088
12/24/2004,01:00:00 PM,6.9,1560.6666666667,-200,24.8383052819789,1425,772,465,197,1624,2101,9.8000001907349,52.366667429606,0.634861875107307
12/24/2004,02:00:00 PM,7.9,1558.25,-200,22.9039987866547,1375,792,470.75,217,1562.5,2112,10.549999952316,51.075000762939,0.650341953142169
12/24/2004,03:00:00 PM,6.1,1437.5,-200,16.9441409200085,1208.25,626,528,204,1405.25,1961.5,10.775000095367,52.375,0.676749884745365
12/24/2004,04:00:00 PM,6.7,1531.75,-200,22.1771771938048,1355.75,678,474,193,1610,2032.75,10.600000143051,55.25,0.705801009616615
12/24/2004,05:00:00 PM,6.8,1522,-200,21.4696165358357,1336.75,706,478.5,192,1578,2034.25,10.350000143051,57.02499961853,0.716683313398334
12/24/2004,06:00:00 PM,6.7,1514,-200,21.5158657988899,1338,668,474,175,1598,2018,10.199999809265,58.299999237061,0.725557340090912
12/24/2004,07:00:00 PM,6.4,-200,-200,-200,-200,641,-200,168,-200,-200,-200,-200,-200
12/24/2004,08:00:00 PM,6.8,-200,-200,-200,-200,649,-200,170,-200,-200,-200,-200,-200
12/24/2004,09:00:00 PM,5.6,-200,-200,-200,-200,521,-200,157,-200,-200,-200,-200,-200
12/24/2004,10:00:00 PM,5.4,-200,-200,-200,-200,487,-200,143,-200,-200,-200,-200,-200
12/24/2004,11:00:00 PM,5.2,-200,-200,-200,-200,453,-200,152,-200,-200,-200,-200,-200
12/25/2004,12:00:00 AM,5.9,1504.75,-200,15.6132866946744,1167.75,567,525.25,169,1446.5,2065.75,9.4249999523163,66.074998855591,0.781563888398267
12/25/2004,01:00:00 AM,5.6,1458,-200,14.1815976429917,1122.5,527,539.5,164,1395.25,2029.75,9.5750002861023,65.875,0.786919230725235
12/25/2004,02:00:00 AM,5.5,1431.25,-200,13.4764950024609,1099.5,503,553.25,154,1385.25,1913,9.5250000953674,66.200000762939,0.788207611880391
12/25/2004,03:00:00 AM,5.2,1366.25,-200,11.3622052740881,1027.25,-200,583.25,-200,1328.25,1901.25,9.2250001430511,67.25,0.785060151103521
12/25/2004,04:00:00 AM,-200,1332,-200,10.509359824547,996.5,345,601,130,1304,1782.5,9.0500001907349,68.675001144409,0.792502379701461
12/25/2004,05:00:00 AM,2.2,1242.5,-200,8.5996254884063,923.5,274,647.5,119,1250.25,1533.75,9.0250000953674,69.77499961853,0.803869769964578
12/25/2004,06:00:00 AM,2,1251,-200,8.61214827177744,924,231,643.75,106,1245.75,1568.25,8.8999998569489,70.500001907349,0.805550660072553
12/25/2004,07:00:00 AM,2.2,1258.75,-200,9.10657950865397,943.5,268,630.75,111,1266.75,1622,8.9499998092651,70.425001144409,0.807353660957634
12/25/2004,08:00:00 AM,2,1268,-200,8.64976322268072,925.5,281,644.5,122,1247,1628,9.0750000476837,69.599998474121,0.804501839346286
12/25/2004,09:00:00 AM,2.5,1287.5,-200,9.41667548304959,955.5,340,623.25,121,1272.25,1553,9.0499999523163,70.825000762939,0.817313139121505
12/25/2004,10:00:00 AM,3,1410.25,-200,11.0260140772189,1015.25,406,593.5,136,1318.75,1768.5,9.8250000476837,68.550001144409,0.832422665427592
12/25/2004,11:00:00 AM,2.8,1373.75,-200,10.5707997273693,998.75,379,597.75,138,1315.75,1776,10.199999809265,67.27499961853,0.837253351914425
12/25/2004,12:00:00 PM,3.4,1457.5,-200,13.1822301277499,1089.75,436,552.75,147,1383.25,1897.5,10.725000143051,65.049999237061,0.837792754536151
12/25/2004,01:00:00 PM,5.5,1609,-200,18.1142384092457,1242.75,602,505.25,178,1490.5,2100.25,11.375,62.925000190735,0.84540884678771
12/25/2004,02:00:00 PM,4,1424.25,-200,13.1972532265423,1090.25,507,566.25,176,1351,1895.75,12.199999809265,61.050000190735,0.865176152389837
12/25/2004,03:00:00 PM,2.4,1330.75,-200,9.69163258444518,966,266,632.75,159,1266.25,1744.75,12.125,61.849999427795,0.872282723714963
12/25/2004,04:00:00 PM,3.1,1433.5,-200,13.2724781123565,1092.75,335,561,168,1365.75,1892.75,11.674999952316,65.550001144409,0.897964553153142
12/25/2004,05:00:00 PM,4,1542,-200,15.3879787633903,1160.75,464,531.25,181,1434.5,1972,11.375,67.875,0.911912996452636
12/25/2004,06:00:00 PM,4.6,1651,-200,17.8057869604848,1233.75,527,501,184,1512.5,2019.5,11.174999952316,70.77499961853,0.938609433122283
12/25/2004,07:00:00 PM,4.8,1633.25,-200,18.0111703509998,1239.75,592,496.25,170,1555,1905.75,10.875000238419,75.875,0.98680438449354
12/25/2004,08:00:00 PM,6.2,1739,-200,21.3311234147162,1333,821,460.25,174,1689,1832,11.274999856949,78.325000762939,1.04550399570697
12/25/2004,09:00:00 PM,4.6,1523.25,-200,14.4616709772198,1131.5,538,540.75,136,1488.25,1470,10.300000190735,82.775001525879,1.03691247921357
12/25/2004,10:00:00 PM,4.5,1543.25,-200,15.823750117855,1174.25,513,520.5,127,1541.75,1493.75,10.400000095367,82.52499961853,1.04055761090218
12/25/2004,11:00:00 PM,4.2,1468.5,-200,13.062308083661,1085.75,514,564,125,1485,1393.75,11.025000095367,81.675001144409,1.07265506836185
12/26/2004,12:00:00 AM,2.6,1271.25,-200,7.68864621923354,886.25,345,687.75,121,1321.25,1112.75,11.724999666214,79.77499961853,1.09637397376793
12/26/2004,01:00:00 AM,1.6,1160.75,-200,5.96683078514395,810.25,231,774.5,117,1280.75,958.25,11.624999761581,80,1.09237198234516
12/26/2004,02:00:00 AM,1.3,1052.75,-200,3.46142859711932,680,166,890.25,108,1166,806.5,11.349999904633,80.075000762939,1.07407876360247
12/26/2004,03:00:00 AM,0.6,915.5,-200,1.45687075336769,541,-200,1142.75,-200,1064.25,536.25,11.699999809265,74.10000038147,1.01673428884688
12/26/2004,04:00:00 AM,0.5,899.5,-200,1.24379305325457,522.25,61,1241.75,55,1069.5,470.5,10.825000047684,78.700000762939,1.02021861336604
12/26/2004,05:00:00 AM,0.4,855,-200,0.810630373258626,479.25,49,1318.75,46,1067.5,450,10.724999904633,81.500001907349,1.04965581602771
12/26/2004,06:00:00 AM,0.3,848,-200,0.672056530286279,463.5,54,1424.5,46,1062.25,437.75,10.875,80.300001144409,1.04435442470198
12/26/2004,07:00:00 AM,0.4,872.75,-200,0.859262539688992,484.5,78,1305.25,67,1082.5,511.5,10.700000047684,80.700000762939,1.03766036302157
12/26/2004,08:00:00 AM,0.6,945.25,-200,1.80140166345282,569,136,1139.75,90,1135,631.75,10.549999952316,81.799999237061,1.04156574598545
12/26/2004,09:00:00 AM,0.9,1003,-200,2.47029821052917,617.5,198,1002.75,117,1158.75,754.25,10.350000143051,82.89999961853,1.04187719078954
12/26/2004,10:00:00 AM,1.1,1040.5,-200,3.11259116500196,659,211,908,118,1187.75,791.75,10.550000190735,82.074998855591,1.04506735375264
12/26/2004,11:00:00 AM,1,1035.75,-200,3.54251434620619,684.75,183,941.75,112,1167.75,776,11.525000095367,72.575000762939,0.984587469073097
12/26/2004,12:00:00 PM,1.6,1123.5,-200,5.73314301901735,799.25,277,774.5,134,1231,969.25,12.774999856949,65.549999237061,0.963973118703485
12/26/2004,01:00:00 PM,1.8,1130.25,-200,5.80706632784425,802.75,267,772,127,1229.5,975.25,13.924999952316,60.925000190735,0.964364530536242
12/26/2004,02:00:00 PM,1,991,-200,2.68751707004675,632,123,980.75,88,1114,636.75,14.875,57.85000038147,0.972641580686807
12/26/2004,03:00:00 PM,0.8,988,-200,2.16617656976075,596.25,68,1056.25,57,1118.25,540.5,14.75,63.5,1.05921765539425
12/26/2004,04:00:00 PM,1.4,1162.75,-200,5.77005420290099,801,186,771.75,99,1287.75,876.25,13.625000238419,68.900001525879,1.06992655093911
12/26/2004,05:00:00 PM,2.1,1226.25,-200,6.90680126941897,852.75,321,725,129,1306.75,1029.25,13.575000047684,68.875,1.06612833912305
12/26/2004,06:00:00 PM,2.3,1285.75,-200,9.05532769248143,941.5,343,687.25,137,1362,1103.25,13.525000095367,67.125000953674,1.03572592137554
12/26/2004,07:00:00 PM,3.5,1422.5,-200,13.988477707942,1116.25,550,553.25,146,1531.25,1368.75,12.325000047684,75.375,1.07682696434119
12/26/2004,08:00:00 PM,3.8,1408,-200,13.1147164844829,1087.5,598,559.75,139,1504.25,1380.75,11.650000095367,79.974998474121,1.09379979241321
12/26/2004,09:00:00 PM,2.4,1177.75,-200,7.21757213168994,866.25,390,699.5,128,1341.5,1093.75,11.75,82.674999237061,1.13806912940256
12/26/2004,10:00:00 PM,1,984.75,-200,3.82150898514276,700.75,159,876.75,106,1187.25,834.75,11.849999904633,77.52499961853,1.07410092372596
12/26/2004,11:00:00 PM,1.3,1112.5,-200,5.24223606750475,775.5,193,827.5,114,1216.5,880.75,11.974999904633,72.27499961853,1.00948469473998
12/27/2004,12:00:00 AM,2.3,1178.25,-200,7.3751394675463,873,316,700,137,1328,986.5,11.224999904633,79.575000762939,1.05874668503926
12/27/2004,01:00:00 AM,1.5,1023.5,-200,3.901595974566,705.25,199,875.5,114,1167.5,806.75,11.524999856949,74.174999237061,1.00629380463301
12/27/2004,02:00:00 AM,1.1,953.5,-200,2.66088757767165,630.25,134,988.25,92,1106.75,663.5,11.625,68.925001144409,0.941146766196247
12/27/2004,03:00:00 AM,0.6,874.5,-200,1.53707020641946,547.75,-200,1165.25,-200,1049,524.5,11.450000047684,67.449998855591,0.910621526102278
12/27/2004,04:00:00 AM,0.7,877,-200,1.28154822459549,525.66666666667,63,1171.3333333333,55,1023,496.33333333333,11.733333269755,64.633332570394,0.888756219747081
12/27/2004,05:00:00 AM,0.4,825.5,-200,0.684775448577632,465,50,1322,46,977.75,433,11.949999809265,61.14999961853,0.852720449792681
12/27/2004,06:00:00 AM,0.5,862.25,-200,1.38425177870789,534.75,93,1192.5,67,1020,524.25,12.474999904633,57.324999809265,0.826910055041316
12/27/2004,07:00:00 AM,0.8,937.75,-200,3.01183314202084,652.75,161,970,95,1100.25,746.5,12.274999856949,60.125000953674,0.856197918967552
12/27/2004,08:00:00 AM,1.9,1204.75,-200,9.10016628828923,943.25,368,687.5,133,1360.75,1052,11.499999761581,68.675001144409,0.930169900560273
12/27/2004,09:00:00 AM,2.3,1171,-200,10.0166698667195,978.25,344,636.75,138,1374,1091.5,12.475000143051,63.175000190735,0.911296011522264
12/27/2004,10:00:00 AM,1.9,1131,-200,8.64976322268072,925.5,288,684,127,1324,1036.25,12.850000143051,63.174999237061,0.933532073540352
12/27/2004,11:00:00 AM,1.6,1073.75,-200,6.43502213217086,831.75,244,748.25,119,1230,934.25,13.549999952316,59.924999237061,0.926109422002942
12/27/2004,12:00:00 PM,1.4,1061.75,-200,6.22628827100907,822.25,224,764.25,113,1228,916.5,13.399999856949,61.27499961853,0.937936401069654
12/27/2004,01:00:00 PM,1.5,1044.75,-200,5.73840986160707,799.5,206,795.75,109,1193.25,839.25,14.375,57.149998664856,0.930884557376675
12/27/2004,02:00:00 PM,1.4,1034,-200,4.99638694620094,763.25,163,840,97,1192,760.5,15,57.22500038147,0.969773395037834
12/27/2004,03:00:00 PM,2,1186,-200,7.99555992198261,899,296,695,117,1332,926,12.39999961853,72.599998474121,1.04220597037394
12/27/2004,04:00:00 PM,2.5,1256.25,-200,10.4821022250221,995.5,386,625.25,132,1417.25,1104,12.824999809265,73.550001144409,1.08509944703062
12/27/2004,05:00:00 PM,2.2,1137.75,-200,6.93533117831936,854,262,734.5,117,1275.5,911.25,13.275000095367,68.199998855591,1.0356212587556
12/27/2004,06:00:00 PM,2,1138.25,-200,7.80839401912836,891.25,212,721,110,1294.5,918,13.400000333786,66.550001144409,1.01868087893522
12/27/2004,07:00:00 PM,2.1,1113.75,-200,7.98949282668712,898.75,245,709.5,119,1278.75,947.5,13.275000095367,63.624999046326,0.966149599799861
12/27/2004,08:00:00 PM,2.1,1107,-200,8.12953235835324,904.5,263,705.25,116,1288,965.5,12.900000095367,62.449999809265,0.925785413833176
12/27/2004,09:00:00 PM,2.1,1117,-200,7.45152208823444,876.25,300,705.5,123,1263.75,1056.75,12.375,64.650001525879,0.926586918159819
12/27/2004,10:00:00 PM,1.6,1090,-200,5.99900529772746,811.75,242,753,117,1212.75,1001.25,12.075000047684,65.60000038147,0.922188984315682
12/27/2004,11:00:00 PM,1.1,954.25,-200,3.20242488888772,664.5,152,916.25,100,1118.75,777,11.274999856949,69.825000762939,0.932043620642224
12/28/2004,12:00:00 AM,1.2,986.75,-200,4.08209541044677,715.25,165,883.75,101,1145,796.5,10.999999761581,68.650001525879,0.90013026265448
12/28/2004,01:00:00 AM,-200,968.5,-200,3.10853372493127,658.75,-200,944.5,-200,1081.5,690.5,11.074999809265,65.27499961853,0.860061830871321
12/28/2004,02:00:00 AM,-200,938.5,-200,2.9322466012759,647.75,-200,948.5,-200,1084.25,680.25,10.200000047684,66.875,0.832275274618271
12/28/2004,03:00:00 AM,-200,961.25,-200,3.03588610173811,654.25,-200,925.25,-200,1083.75,754.5,9.5250000953674,70.075000762939,0.834345141500276
12/28/2004,04:00:00 AM,-200,916.25,-200,2.54804469276258,622.75,-200,961.75,-200,1064.25,725,9.7749998569489,69.374998092651,0.839682372211556
12/28/2004,05:00:00 AM,-200,834.5,-200,0.852241211007029,483.75,-200,1265.5,-200,961,431.75,10.675000190735,62.474999427795,0.802010799328101
12/28/2004,06:00:00 AM,-200,885.25,-200,1.84339671403417,572.25,-200,1081,-200,1030.75,611.5,10.350000143051,64.750000953674,0.813770197921144
12/28/2004,07:00:00 AM,-200,1087.5,-200,6.590699947825,838.75,-200,760,-200,1236.25,950.5,9.6500000953674,73.075000762939,0.877238632879545
12/28/2004,08:00:00 AM,-200,1358.25,-200,15.2918459194017,1157.75,-200,529,-200,1536.5,1325.5,9.2749998569489,77,0.901843732899643
12/28/2004,09:00:00 AM,-200,1455.5,-200,23.4196675179943,1388.5,-200,443.25,-200,1808.25,1504,9.125,77.14999961853,0.894715969492533
12/28/2004,10:00:00 AM,-200,1274.25,-200,15.3318700568173,1159,-200,545.25,-200,1493,1325.5,10.575000047684,67.949999809265,0.866625000257255
12/28/2004,11:00:00 AM,-200,1092.25,-200,9.17725200931916,946.25,-200,691.25,-200,1233.75,1043.25,12.724999904633,56.650000572205,0.830418540407666
12/28/2004,12:00:00 PM,-200,1111.25,-200,10.4005105823635,992.5,-200,661.5,-200,1286.75,1058,12.975000143051,53.900000572205,0.802891006501414
12/28/2004,01:00:00 PM,-200,1176.5,-200,14.8308305796346,1143.25,-200,574.25,-200,1443.25,1204.5,13.875,48.97500038147,0.77274496715094
12/28/2004,02:00:00 PM,-200,1199.25,-200,14.6496823632781,1137.5,-200,580.75,-200,1452,1202.5,14.399999856949,49.199999809265,0.802665006213246
